Data,ISPB,Nome,NaturezaUsuario,TipoChave,qtdChaves
2024-12-31,16501555,"STONE IP S,A,",PJ,Aleatória,1511425
2024-12-31,35858847,VIATECH,PF,CPF,2
2024-12-31,35858847,VIATECH,PF,e-mail,3
2024-12-31,35858847,VIATECH,PF,Aleatória,12
2024-12-31,35858847,VIATECH,PJ,Aleatória,35
2024-12-31,35858847,VIATECH,PJ,CNPJ,1
2024-12-31,3428338,SICREDI CREDUNI,PF,e-mail,1951
2024-12-31,3428338,SICREDI CREDUNI,PJ,CNPJ,888
2024-12-31,3428338,SICREDI CREDUNI,PF,Aleatória,3205
2024-12-31,3428338,SICREDI CREDUNI,PJ,Aleatória,744
2024-12-31,3428338,SICREDI CREDUNI,PJ,e-mail,136
2024-12-31,3428338,SICREDI CREDUNI,PF,Celular,2330
2024-12-31,3428338,SICREDI CREDUNI,PF,CPF,2240
2024-12-31,3428338,SICREDI CREDUNI,PJ,Celular,64
2024-12-31,5888589,COOP SUL,PJ,e-mail,2375
2024-12-31,5888589,COOP SUL,PF,e-mail,3211
2024-12-31,5888589,COOP SUL,PF,Aleatória,5846
2024-12-31,5888589,COOP SUL,PF,CPF,5030
2024-12-31,5888589,COOP SUL,PJ,Celular,2096
2024-12-31,5888589,COOP SUL,PF,Celular,4277
2024-12-31,5888589,COOP SUL,PJ,CNPJ,8252
2024-12-31,5888589,COOP SUL,PJ,Aleatória,3536
2024-12-31,16501555,"STONE IP S,A,",PJ,CNPJ,259440
2024-12-31,1699652,CCLA REGIÃO GUAXUPÉ,PJ,Aleatória,398
2024-12-31,73443863,"COOP UNICRED VALE LTDA,",PJ,CNPJ,1992
2024-12-31,73443863,"COOP UNICRED VALE LTDA,",PJ,Aleatória,1791
2024-12-31,73443863,"COOP UNICRED VALE LTDA,",PF,e-mail,2195
2024-12-31,73443863,"COOP UNICRED VALE LTDA,",PJ,e-mail,875
2024-12-31,17826860,"BMS SCD S,A,",PJ,CNPJ,8
2024-12-31,17826860,"BMS SCD S,A,",PF,e-mail,74
2024-12-31,17826860,"BMS SCD S,A,",PF,Celular,88
2024-12-31,17826860,"BMS SCD S,A,",PJ,e-mail,6
2024-12-31,3427097,CCLA DO SUL CATARINENSE,PF,CPF,5908
2024-12-31,3427097,CCLA DO SUL CATARINENSE,PF,Celular,5514
2024-12-31,3427097,CCLA DO SUL CATARINENSE,PF,Aleatória,6804
2024-12-31,3427097,CCLA DO SUL CATARINENSE,PJ,CNPJ,1912
2024-12-31,3427097,CCLA DO SUL CATARINENSE,PJ,Celular,773
2024-12-31,3427097,CCLA DO SUL CATARINENSE,PJ,Aleatória,891
2024-12-31,3427097,CCLA DO SUL CATARINENSE,PJ,e-mail,695
2024-12-31,65239402,CC UNIÃO DO CENTRO OESTE DE MINAS,PF,CPF,2677
2024-12-31,65239402,CC UNIÃO DO CENTRO OESTE DE MINAS,PJ,CNPJ,1332
2024-12-31,65239402,CC UNIÃO DO CENTRO OESTE DE MINAS,PF,e-mail,964
2024-12-31,65239402,CC UNIÃO DO CENTRO OESTE DE MINAS,PJ,Aleatória,389
2024-12-31,65239402,CC UNIÃO DO CENTRO OESTE DE MINAS,PF,Aleatória,1664
2024-12-31,65239402,CC UNIÃO DO CENTRO OESTE DE MINAS,PF,Celular,2825
2024-12-31,65239402,CC UNIÃO DO CENTRO OESTE DE MINAS,PJ,e-mail,234
2024-12-31,65239402,CC UNIÃO DO CENTRO OESTE DE MINAS,PJ,Celular,355
2024-12-31,3427097,CCLA DO SUL CATARINENSE,PF,e-mail,4006
2024-12-31,17826860,"BMS SCD S,A,",PJ,Celular,5
2024-12-31,17826860,"BMS SCD S,A,",PF,Aleatória,411
2024-12-31,17826860,"BMS SCD S,A,",PJ,Aleatória,34
2024-12-31,17826860,"BMS SCD S,A,",PF,CPF,36
2024-12-31,26191078,COOP SICREDI SUL DO MARANHÃO,PJ,Celular,66
2024-12-31,26191078,COOP SICREDI SUL DO MARANHÃO,PF,Aleatória,943
2024-12-31,26191078,COOP SICREDI SUL DO MARANHÃO,PJ,Aleatória,294
2024-12-31,26191078,COOP SICREDI SUL DO MARANHÃO,PJ,e-mail,120
2024-12-31,26191078,COOP SICREDI SUL DO MARANHÃO,PF,CPF,415
2024-12-31,26191078,COOP SICREDI SUL DO MARANHÃO,PF,e-mail,351
2024-12-31,26191078,COOP SICREDI SUL DO MARANHÃO,PJ,CNPJ,265
2024-12-31,26191078,COOP SICREDI SUL DO MARANHÃO,PF,Celular,424
2024-12-31,37079720,COOP SICOOB CREDIJUSTRA,PF,Celular,2031
2024-12-31,37079720,COOP SICOOB CREDIJUSTRA,PF,Aleatória,2997
2024-12-31,37079720,COOP SICOOB CREDIJUSTRA,PJ,e-mail,286
2024-12-31,37079720,COOP SICOOB CREDIJUSTRA,PF,e-mail,1892
2024-12-31,37079720,COOP SICOOB CREDIJUSTRA,PJ,CNPJ,1039
2024-12-31,37079720,COOP SICOOB CREDIJUSTRA,PF,CPF,2737
2024-12-31,37079720,COOP SICOOB CREDIJUSTRA,PJ,Aleatória,436
2024-12-31,37079720,COOP SICOOB CREDIJUSTRA,PJ,Celular,116
2024-12-31,87510475,COOP SICREDI ROTA DAS TERRAS RS/MG,PF,CPF,21007
2024-12-31,87510475,COOP SICREDI ROTA DAS TERRAS RS/MG,PF,Celular,15179
2024-12-31,87510475,COOP SICREDI ROTA DAS TERRAS RS/MG,PF,Aleatória,12369
2024-12-31,87510475,COOP SICREDI ROTA DAS TERRAS RS/MG,PJ,Aleatória,2986
2024-12-31,30153943,MONEY CLOUD,PF,e-mail,592
2024-12-31,30153943,MONEY CLOUD,PJ,e-mail,74
2024-12-31,30153943,MONEY CLOUD,PJ,CNPJ,81
2024-12-31,30153943,MONEY CLOUD,PJ,Celular,40
2024-12-31,30153943,MONEY CLOUD,PF,Celular,291
2024-12-31,30153943,MONEY CLOUD,PF,CPF,312
2024-12-31,30153943,MONEY CLOUD,PJ,Aleatória,255
2024-12-31,9463721,COOP CRESOL JACINTO MACHADO,PF,Aleatória,490
2024-12-31,9463721,COOP CRESOL JACINTO MACHADO,PJ,Celular,127
2024-12-31,9463721,COOP CRESOL JACINTO MACHADO,PJ,e-mail,108
2024-12-31,9463721,COOP CRESOL JACINTO MACHADO,PF,CPF,1042
2024-12-31,9463721,COOP CRESOL JACINTO MACHADO,PJ,CNPJ,399
2024-12-31,9463721,COOP CRESOL JACINTO MACHADO,PJ,Aleatória,129
2024-12-31,9463721,COOP CRESOL JACINTO MACHADO,PF,Celular,919
2024-12-31,9463721,COOP CRESOL JACINTO MACHADO,PF,e-mail,418
2024-12-31,30153943,MONEY CLOUD,PF,Aleatória,3850
2024-12-31,87510475,COOP SICREDI ROTA DAS TERRAS RS/MG,PJ,e-mail,806
2024-12-31,87510475,COOP SICREDI ROTA DAS TERRAS RS/MG,PF,e-mail,6378
2024-12-31,87510475,COOP SICREDI ROTA DAS TERRAS RS/MG,PJ,Celular,1058
2024-12-31,87510475,COOP SICREDI ROTA DAS TERRAS RS/MG,PJ,CNPJ,5475
2024-12-31,34335592,"ÓTIMO SCD S,A,",PJ,CNPJ,4
2024-12-31,34335592,"ÓTIMO SCD S,A,",PF,Celular,52
2024-12-31,34335592,"ÓTIMO SCD S,A,",PJ,e-mail,79
2024-12-31,34335592,"ÓTIMO SCD S,A,",PF,Aleatória,265
2024-12-31,12109247,"CREDZ S,A, IP",PF,Celular,331
2024-12-31,12109247,"CREDZ S,A, IP",PF,Aleatória,2
2024-12-31,12109247,"CREDZ S,A, IP",PF,e-mail,300
2024-12-31,34335592,"ÓTIMO SCD S,A,",PF,e-mail,100
2024-12-31,34335592,"ÓTIMO SCD S,A,",PJ,Celular,20
2024-12-31,34335592,"ÓTIMO SCD S,A,",PF,CPF,23
2024-12-31,34335592,"ÓTIMO SCD S,A,",PJ,Aleatória,137
2024-12-31,24313102,"99PAY IP S,A,",PF,Celular,780886
2024-12-31,24313102,"99PAY IP S,A,",PJ,Celular,2
2024-12-31,24313102,"99PAY IP S,A,",PJ,e-mail,1
2024-12-31,24313102,"99PAY IP S,A,",PJ,Aleatória,36
2024-12-31,28220872,VALEPAY,PF,CPF,1
2024-12-31,28220872,VALEPAY,PF,e-mail,1
2024-12-31,28220872,VALEPAY,PF,Aleatória,7
2024-12-31,28220872,VALEPAY,PJ,Aleatória,137
2024-12-31,28220872,VALEPAY,PJ,e-mail,10
2024-12-31,28220872,VALEPAY,PJ,CNPJ,5
2024-12-31,95213211,COOP SICREDI CAMINHO DAS ÁGUAS RS,PJ,e-mail,1476
2024-12-31,95213211,COOP SICREDI CAMINHO DAS ÁGUAS RS,PF,e-mail,10691
2024-12-31,95213211,COOP SICREDI CAMINHO DAS ÁGUAS RS,PF,CPF,29461
2024-12-31,95213211,COOP SICREDI CAMINHO DAS ÁGUAS RS,PF,Aleatória,20576
2024-12-31,95213211,COOP SICREDI CAMINHO DAS ÁGUAS RS,PF,Celular,25318
2024-12-31,95213211,COOP SICREDI CAMINHO DAS ÁGUAS RS,PJ,CNPJ,9920
2024-12-31,95213211,COOP SICREDI CAMINHO DAS ÁGUAS RS,PJ,Aleatória,5450
2024-12-31,79063574,COOP SICREDI NORTE SUL,PF,Celular,25573
2024-12-31,79063574,COOP SICREDI NORTE SUL,PF,Aleatória,20513
2024-12-31,79063574,COOP SICREDI NORTE SUL,PJ,Celular,1279
2024-12-31,79063574,COOP SICREDI NORTE SUL,PJ,CNPJ,6653
2024-12-31,79063574,COOP SICREDI NORTE SUL,PJ,e-mail,913
2024-12-31,79063574,COOP SICREDI NORTE SUL,PF,e-mail,10180
2024-12-31,79063574,COOP SICREDI NORTE SUL,PF,CPF,29480
2024-12-31,79063574,COOP SICREDI NORTE SUL,PJ,Aleatória,4173
2024-12-31,78825023,CCLAA OESTE CATARINENSE,PJ,CNPJ,2892
2024-12-31,78825023,CCLAA OESTE CATARINENSE,PF,e-mail,2128
2024-12-31,78825023,CCLAA OESTE CATARINENSE,PF,Celular,5525
2024-12-31,78825023,CCLAA OESTE CATARINENSE,PF,Aleatória,2725
2024-12-31,78825023,CCLAA OESTE CATARINENSE,PJ,Aleatória,765
2024-12-31,78825023,CCLAA OESTE CATARINENSE,PF,CPF,8270
2024-12-31,78825023,CCLAA OESTE CATARINENSE,PJ,e-mail,660
2024-12-31,78825023,CCLAA OESTE CATARINENSE,PJ,Celular,1027
2024-12-31,95213211,COOP SICREDI CAMINHO DAS ÁGUAS RS,PJ,Celular,2899
2024-12-31,24313102,"99PAY IP S,A,",PF,Aleatória,12473830
2024-12-31,24313102,"99PAY IP S,A,",PF,e-mail,764083
2024-12-31,24313102,"99PAY IP S,A,",PJ,CNPJ,3
2024-12-31,24313102,"99PAY IP S,A,",PF,CPF,345168
2024-12-31,47873449,"SER FINANCE SCD S,A,",PF,Aleatória,3
2024-12-31,41931221,SICOOB CREDICOOP,PF,Celular,2315
2024-12-31,41931221,SICOOB CREDICOOP,PJ,CNPJ,745
2024-12-31,41931221,SICOOB CREDICOOP,PJ,Celular,241
2024-12-31,41931221,SICOOB CREDICOOP,PF,e-mail,627
2024-12-31,41931221,SICOOB CREDICOOP,PF,CPF,2463
2024-12-31,41931221,SICOOB CREDICOOP,PJ,e-mail,121
2024-12-31,41931221,SICOOB CREDICOOP,PF,Aleatória,843
2024-12-31,41931221,SICOOB CREDICOOP,PJ,Aleatória,139
2024-12-31,47873449,"SER FINANCE SCD S,A,",PJ,CNPJ,1
2024-12-31,47873449,"SER FINANCE SCD S,A,",PJ,Aleatória,7
2024-12-31,35210410,"ONEKEY PAYMENTS IP S,A,",PJ,Aleatória,205
2024-12-31,1090027,CECMM CATEG AFINS-UNICRED MÚLTIPLO VALOR,PF,Celular,5
2024-12-31,1090027,CECMM CATEG AFINS-UNICRED MÚLTIPLO VALOR,PJ,e-mail,2
2024-12-31,1090027,CECMM CATEG AFINS-UNICRED MÚLTIPLO VALOR,PF,e-mail,1
2024-12-31,1090027,CECMM CATEG AFINS-UNICRED MÚLTIPLO VALOR,PJ,Celular,2
2024-12-31,35210410,"ONEKEY PAYMENTS IP S,A,",PF,Aleatória,10
2024-12-31,35210410,"ONEKEY PAYMENTS IP S,A,",PF,e-mail,8
2024-12-31,2072790,CECM SICOOB CREDSAÚDE,PF,CPF,298
2024-12-31,2072790,CECM SICOOB CREDSAÚDE,PJ,Celular,50
2024-12-31,2072790,CECM SICOOB CREDSAÚDE,PJ,Aleatória,66
2024-12-31,2072790,CECM SICOOB CREDSAÚDE,PF,Celular,199
2024-12-31,4261151,COOP CRESOL TRANSFORMAÇÃO,PJ,Celular,419
2024-12-31,4261151,COOP CRESOL TRANSFORMAÇÃO,PJ,Aleatória,356
2024-12-31,4261151,COOP CRESOL TRANSFORMAÇÃO,PJ,e-mail,365
2024-12-31,4261151,COOP CRESOL TRANSFORMAÇÃO,PF,e-mail,1444
2024-12-31,4261151,COOP CRESOL TRANSFORMAÇÃO,PF,Aleatória,1610
2024-12-31,4261151,COOP CRESOL TRANSFORMAÇÃO,PJ,CNPJ,966
2024-12-31,4261151,COOP CRESOL TRANSFORMAÇÃO,PF,CPF,3803
2024-12-31,4261151,COOP CRESOL TRANSFORMAÇÃO,PF,Celular,2809
2024-12-31,2072790,CECM SICOOB CREDSAÚDE,PF,Aleatória,178
2024-12-31,2072790,CECM SICOOB CREDSAÚDE,PJ,CNPJ,179
2024-12-31,2072790,CECM SICOOB CREDSAÚDE,PF,e-mail,154
2024-12-31,2072790,CECM SICOOB CREDSAÚDE,PJ,e-mail,56
2024-12-31,10143499,CCLA JATAÍ E REGIÃO,PJ,e-mail,231
2024-12-31,10143499,CCLA JATAÍ E REGIÃO,PF,Aleatória,919
2024-12-31,10143499,CCLA JATAÍ E REGIÃO,PJ,Aleatória,367
2024-12-31,10143499,CCLA JATAÍ E REGIÃO,PJ,CNPJ,1032
2024-12-31,6910457,CCLA SANTA CRUZ PALMEIRAS,PF,Celular,1534
2024-12-31,6910457,CCLA SANTA CRUZ PALMEIRAS,PJ,Celular,324
2024-12-31,6910457,CCLA SANTA CRUZ PALMEIRAS,PJ,CNPJ,953
2024-12-31,6910457,CCLA SANTA CRUZ PALMEIRAS,PF,CPF,1827
2024-12-31,6910457,CCLA SANTA CRUZ PALMEIRAS,PF,e-mail,802
2024-12-31,6910457,CCLA SANTA CRUZ PALMEIRAS,PJ,e-mail,226
2024-12-31,6910457,CCLA SANTA CRUZ PALMEIRAS,PF,Aleatória,1427
2024-12-31,8561701,"PAGSEGURO INTERNET IP S,A,",PJ,e-mail,368183
2024-12-31,8561701,"PAGSEGURO INTERNET IP S,A,",PJ,Celular,292955
2024-12-31,8561701,"PAGSEGURO INTERNET IP S,A,",PJ,CNPJ,490148
2024-12-31,8561701,"PAGSEGURO INTERNET IP S,A,",PF,Celular,5520625
2024-12-31,8561701,"PAGSEGURO INTERNET IP S,A,",PF,e-mail,5111232
2024-12-31,8561701,"PAGSEGURO INTERNET IP S,A,",PF,Aleatória,21891731
2024-12-31,8561701,"PAGSEGURO INTERNET IP S,A,",PF,CPF,2760792
2024-12-31,8561701,"PAGSEGURO INTERNET IP S,A,",PJ,Aleatória,1754226
2024-12-31,6910457,CCLA SANTA CRUZ PALMEIRAS,PJ,Aleatória,304
2024-12-31,10143499,CCLA JATAÍ E REGIÃO,PF,Celular,1015
2024-12-31,10143499,CCLA JATAÍ E REGIÃO,PF,CPF,794
2024-12-31,10143499,CCLA JATAÍ E REGIÃO,PF,e-mail,632
2024-12-31,10143499,CCLA JATAÍ E REGIÃO,PJ,Celular,296
2024-12-31,82065285,COOP PARQ ARAUCARIAS PR/SC/SP,PF,Celular,18804
2024-12-31,82065285,COOP PARQ ARAUCARIAS PR/SC/SP,PJ,Celular,2139
2024-12-31,82065285,COOP PARQ ARAUCARIAS PR/SC/SP,PJ,e-mail,2082
2024-12-31,82065285,COOP PARQ ARAUCARIAS PR/SC/SP,PJ,CNPJ,10763
2024-12-31,815319,SICOOB SUL-SERRANO,PJ,e-mail,3400
2024-12-31,815319,SICOOB SUL-SERRANO,PJ,Celular,3440
2024-12-31,815319,SICOOB SUL-SERRANO,PF,Aleatória,18718
2024-12-31,815319,SICOOB SUL-SERRANO,PF,e-mail,10431
2024-12-31,815319,SICOOB SUL-SERRANO,PJ,CNPJ,17324
2024-12-31,815319,SICOOB SUL-SERRANO,PF,Celular,20434
2024-12-31,815319,SICOOB SUL-SERRANO,PF,CPF,23689
2024-12-31,1722480,"QUERO-QUERO VERDECARD IP S,A,",PJ,Celular,10
2024-12-31,1722480,"QUERO-QUERO VERDECARD IP S,A,",PF,Celular,27545
2024-12-31,1722480,"QUERO-QUERO VERDECARD IP S,A,",PJ,Aleatória,4171
2024-12-31,1722480,"QUERO-QUERO VERDECARD IP S,A,",PF,e-mail,37580
2024-12-31,1722480,"QUERO-QUERO VERDECARD IP S,A,",PF,CPF,10890
2024-12-31,1722480,"QUERO-QUERO VERDECARD IP S,A,",PJ,e-mail,32
2024-12-31,1722480,"QUERO-QUERO VERDECARD IP S,A,",PJ,CNPJ,48
2024-12-31,1722480,"QUERO-QUERO VERDECARD IP S,A,",PF,Aleatória,111441
2024-12-31,11476673,"BANCO RANDON S,A,",PF,CPF,15
2024-12-31,11476673,"BANCO RANDON S,A,",PF,e-mail,112
2024-12-31,11476673,"BANCO RANDON S,A,",PF,Aleatória,298
2024-12-31,11476673,"BANCO RANDON S,A,",PF,Celular,54
2024-12-31,11476673,"BANCO RANDON S,A,",PJ,Aleatória,1
2024-12-31,815319,SICOOB SUL-SERRANO,PJ,Aleatória,5230
2024-12-31,82065285,COOP PARQ ARAUCARIAS PR/SC/SP,PJ,Aleatória,8523
2024-12-31,82065285,COOP PARQ ARAUCARIAS PR/SC/SP,PF,CPF,27884
2024-12-31,82065285,COOP PARQ ARAUCARIAS PR/SC/SP,PF,e-mail,9351
2024-12-31,82065285,COOP PARQ ARAUCARIAS PR/SC/SP,PF,Aleatória,16177
2024-12-31,81292278,CC ORIGINAL - SICOOB ORIGINAL,PF,e-mail,1986
2024-12-31,81292278,CC ORIGINAL - SICOOB ORIGINAL,PJ,Celular,592
2024-12-31,81292278,CC ORIGINAL - SICOOB ORIGINAL,PF,Celular,5356
2024-12-31,81292278,CC ORIGINAL - SICOOB ORIGINAL,PF,CPF,8388
2024-12-31,10319386,CCLA DO CENTRO SUL DE MS,PJ,e-mail,404
2024-12-31,10319386,CCLA DO CENTRO SUL DE MS,PF,Celular,1485
2024-12-31,10319386,CCLA DO CENTRO SUL DE MS,PJ,Celular,517
2024-12-31,10319386,CCLA DO CENTRO SUL DE MS,PJ,Aleatória,562
2024-12-31,10319386,CCLA DO CENTRO SUL DE MS,PF,e-mail,936
2024-12-31,10319386,CCLA DO CENTRO SUL DE MS,PJ,CNPJ,1222
2024-12-31,10319386,CCLA DO CENTRO SUL DE MS,PF,CPF,1293
2024-12-31,10319386,CCLA DO CENTRO SUL DE MS,PF,Aleatória,1514
2024-12-31,81292278,CC ORIGINAL - SICOOB ORIGINAL,PJ,Aleatória,492
2024-12-31,81292278,CC ORIGINAL - SICOOB ORIGINAL,PJ,CNPJ,2283
2024-12-31,81292278,CC ORIGINAL - SICOOB ORIGINAL,PJ,e-mail,314
2024-12-31,81292278,CC ORIGINAL - SICOOB ORIGINAL,PF,Aleatória,2448
2024-12-31,1286361,UNIPRIME PIONEIRA CC,PJ,CNPJ,2011
2024-12-31,1286361,UNIPRIME PIONEIRA CC,PF,e-mail,1730
2024-12-31,1286361,UNIPRIME PIONEIRA CC,PJ,Celular,743
2024-12-31,1286361,UNIPRIME PIONEIRA CC,PJ,Aleatória,1153
2024-12-31,9590601,CC DA SERRA CATARINENSE,PF,CPF,4873
2024-12-31,9590601,CC DA SERRA CATARINENSE,PJ,CNPJ,2132
2024-12-31,9590601,CC DA SERRA CATARINENSE,PJ,Celular,723
2024-12-31,9590601,CC DA SERRA CATARINENSE,PF,Celular,4537
2024-12-31,9590601,CC DA SERRA CATARINENSE,PF,e-mail,3371
2024-12-31,9590601,CC DA SERRA CATARINENSE,PF,Aleatória,5278
2024-12-31,9590601,CC DA SERRA CATARINENSE,PJ,e-mail,722
2024-12-31,42259084,SBCASH SCD,PJ,CNPJ,4
2024-12-31,42259084,SBCASH SCD,PJ,e-mail,7
2024-12-31,42259084,SBCASH SCD,PJ,Celular,1
2024-12-31,42259084,SBCASH SCD,PJ,Aleatória,11
2024-12-31,17079937,PINBANK IP,PJ,e-mail,1633
2024-12-31,17079937,PINBANK IP,PJ,Aleatória,7672
2024-12-31,17079937,PINBANK IP,PJ,Celular,580
2024-12-31,17079937,PINBANK IP,PF,CPF,455
2024-12-31,17079937,PINBANK IP,PF,Aleatória,5680
2024-12-31,17079937,PINBANK IP,PF,e-mail,1672
2024-12-31,17079937,PINBANK IP,PF,Celular,733
2024-12-31,17079937,PINBANK IP,PJ,CNPJ,1418
2024-12-31,9590601,CC DA SERRA CATARINENSE,PJ,Aleatória,971
2024-12-31,1286361,UNIPRIME PIONEIRA CC,PJ,e-mail,787
2024-12-31,1286361,UNIPRIME PIONEIRA CC,PF,Celular,2540
2024-12-31,1286361,UNIPRIME PIONEIRA CC,PF,CPF,3073
2024-12-31,1286361,UNIPRIME PIONEIRA CC,PF,Aleatória,2267
2024-12-31,1330387,COOP DE AGRICULTORES E AEROPORTUÁRIOS DO BRASIL,PJ,Aleatória,126
2024-12-31,1330387,COOP DE AGRICULTORES E AEROPORTUÁRIOS DO BRASIL,PJ,e-mail,94
2024-12-31,1330387,COOP DE AGRICULTORES E AEROPORTUÁRIOS DO BRASIL,PF,Aleatória,222
2024-12-31,1330387,COOP DE AGRICULTORES E AEROPORTUÁRIOS DO BRASIL,PJ,Celular,24
2024-12-31,92702067,"BCO DO ESTADO DO RS S,A,",PJ,Celular,28321
2024-12-31,92702067,"BCO DO ESTADO DO RS S,A,",PF,Celular,589566
2024-12-31,92702067,"BCO DO ESTADO DO RS S,A,",PF,e-mail,315428
2024-12-31,92702067,"BCO DO ESTADO DO RS S,A,",PJ,Aleatória,29906
2024-12-31,92702067,"BCO DO ESTADO DO RS S,A,",PJ,e-mail,25399
2024-12-31,92702067,"BCO DO ESTADO DO RS S,A,",PF,Aleatória,335833
2024-12-31,92702067,"BCO DO ESTADO DO RS S,A,",PF,CPF,825038
2024-12-31,81367880,CCLA SUL CATARINENSE,PJ,Celular,1925
2024-12-31,81367880,CCLA SUL CATARINENSE,PF,e-mail,4091
2024-12-31,81367880,CCLA SUL CATARINENSE,PF,CPF,12023
2024-12-31,81367880,CCLA SUL CATARINENSE,PF,Celular,9340
2024-12-31,81367880,CCLA SUL CATARINENSE,PJ,CNPJ,6473
2024-12-31,81367880,CCLA SUL CATARINENSE,PF,Aleatória,5767
2024-12-31,81367880,CCLA SUL CATARINENSE,PJ,Aleatória,1869
2024-12-31,81367880,CCLA SUL CATARINENSE,PJ,e-mail,1395
2024-12-31,92874270,"BCO DIGIMAIS S,A,",PJ,CNPJ,1
2024-12-31,92874270,"BCO DIGIMAIS S,A,",PJ,e-mail,3
2024-12-31,92874270,"BCO DIGIMAIS S,A,",PF,e-mail,160
2024-12-31,92874270,"BCO DIGIMAIS S,A,",PF,Celular,200
2024-12-31,92874270,"BCO DIGIMAIS S,A,",PF,Aleatória,5
2024-12-31,7318874,COOP  SICOOB MÉDIO OESTE,PF,e-mail,1490
2024-12-31,7318874,COOP  SICOOB MÉDIO OESTE,PJ,CNPJ,2238
2024-12-31,7318874,COOP  SICOOB MÉDIO OESTE,PJ,Aleatória,683
2024-12-31,7318874,COOP  SICOOB MÉDIO OESTE,PJ,e-mail,426
2024-12-31,7318874,COOP  SICOOB MÉDIO OESTE,PF,CPF,3898
2024-12-31,7318874,COOP  SICOOB MÉDIO OESTE,PJ,Celular,687
2024-12-31,7318874,COOP  SICOOB MÉDIO OESTE,PF,Aleatória,2053
2024-12-31,7318874,COOP  SICOOB MÉDIO OESTE,PF,Celular,3338
2024-12-31,92702067,"BCO DO ESTADO DO RS S,A,",PJ,CNPJ,77651
2024-12-31,1330387,COOP DE AGRICULTORES E AEROPORTUÁRIOS DO BRASIL,PJ,CNPJ,104
2024-12-31,1330387,COOP DE AGRICULTORES E AEROPORTUÁRIOS DO BRASIL,PF,CPF,223
2024-12-31,1330387,COOP DE AGRICULTORES E AEROPORTUÁRIOS DO BRASIL,PF,Celular,401
2024-12-31,1330387,COOP DE AGRICULTORES E AEROPORTUÁRIOS DO BRASIL,PF,e-mail,252
2024-12-31,8030602,CCM CORRET SEG EST SAO PAULO,PF,Celular,368
2024-12-31,8030602,CCM CORRET SEG EST SAO PAULO,PF,CPF,563
2024-12-31,8030602,CCM CORRET SEG EST SAO PAULO,PJ,e-mail,242
2024-12-31,8030602,CCM CORRET SEG EST SAO PAULO,PJ,Aleatória,170
2024-12-31,25104230,"PAGARE IP S,A,",PJ,Celular,1
2024-12-31,25104230,"PAGARE IP S,A,",PF,Celular,3
2024-12-31,25104230,"PAGARE IP S,A,",PJ,CNPJ,8
2024-12-31,25104230,"PAGARE IP S,A,",PJ,Aleatória,64
2024-12-31,25104230,"PAGARE IP S,A,",PF,Aleatória,2106
2024-12-31,25104230,"PAGARE IP S,A,",PJ,e-mail,42
2024-12-31,25104230,"PAGARE IP S,A,",PF,CPF,140
2024-12-31,64480833,CC CREDIMAC LTDA - SICOOB CREDIMAC,PF,Celular,1148
2024-12-31,64480833,CC CREDIMAC LTDA - SICOOB CREDIMAC,PJ,Aleatória,70
2024-12-31,64480833,CC CREDIMAC LTDA - SICOOB CREDIMAC,PJ,Celular,66
2024-12-31,64480833,CC CREDIMAC LTDA - SICOOB CREDIMAC,PJ,e-mail,45
2024-12-31,64480833,CC CREDIMAC LTDA - SICOOB CREDIMAC,PF,CPF,1209
2024-12-31,64480833,CC CREDIMAC LTDA - SICOOB CREDIMAC,PJ,CNPJ,363
2024-12-31,64480833,CC CREDIMAC LTDA - SICOOB CREDIMAC,PF,e-mail,272
2024-12-31,64480833,CC CREDIMAC LTDA - SICOOB CREDIMAC,PF,Aleatória,351
2024-12-31,707903,CC VALE DO CANOAS,PJ,CNPJ,458
2024-12-31,707903,CC VALE DO CANOAS,PF,Aleatória,664
2024-12-31,707903,CC VALE DO CANOAS,PF,Celular,1851
2024-12-31,707903,CC VALE DO CANOAS,PJ,e-mail,62
2024-12-31,707903,CC VALE DO CANOAS,PJ,Aleatória,96
2024-12-31,707903,CC VALE DO CANOAS,PJ,Celular,110
2024-12-31,707903,CC VALE DO CANOAS,PF,e-mail,547
2024-12-31,5597773,CC INVESTIMENTO LIVRE ADMISSÃO DO OESTE DE RONDÔNIA,PJ,Celular,82
2024-12-31,5597773,CC INVESTIMENTO LIVRE ADMISSÃO DO OESTE DE RONDÔNIA,PF,Celular,886
2024-12-31,5597773,CC INVESTIMENTO LIVRE ADMISSÃO DO OESTE DE RONDÔNIA,PJ,Aleatória,30
2024-12-31,5597773,CC INVESTIMENTO LIVRE ADMISSÃO DO OESTE DE RONDÔNIA,PF,e-mail,414
2024-12-31,5597773,CC INVESTIMENTO LIVRE ADMISSÃO DO OESTE DE RONDÔNIA,PF,Aleatória,365
2024-12-31,5597773,CC INVESTIMENTO LIVRE ADMISSÃO DO OESTE DE RONDÔNIA,PF,CPF,1489
2024-12-31,5597773,CC INVESTIMENTO LIVRE ADMISSÃO DO OESTE DE RONDÔNIA,PJ,e-mail,36
2024-12-31,5597773,CC INVESTIMENTO LIVRE ADMISSÃO DO OESTE DE RONDÔNIA,PJ,CNPJ,165
2024-12-31,707903,CC VALE DO CANOAS,PF,CPF,3041
2024-12-31,25104230,"PAGARE IP S,A,",PF,e-mail,20
2024-12-31,8030602,CCM CORRET SEG EST SAO PAULO,PF,Aleatória,276
